Entry	Entry name	Status	Protein names	Gene names	Organism	Length
B2G7K3	ACCD_LACRJ	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD LAR_0919	Lactobacillus reuteri (strain JCM 1112)	289
Q92BE2	ACCD_LISIN	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD lin1608	Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262)	294
Q74CR8	ACP_GEOSL	reviewed	Acyl carrier protein (ACP)	acpP GSU1604	Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA)	77
B4TFH1	ACP_SALHS	reviewed	Acyl carrier protein (ACP)	acpP SeHA_C1310	Salmonella heidelberg (strain SL476)	78
B5QXE0	ACP_SALEP	reviewed	Acyl carrier protein (ACP)	acpP SEN1853	Salmonella enteritidis PT4 (strain P125109)	78
Q0C089	ACP_HYPNA	reviewed	Acyl carrier protein (ACP)	acpP HNE_2157	Hyphomonas neptunium (strain ATCC 15444)	77
Q3Z323	ACP_SHISS	reviewed	Acyl carrier protein (ACP)	acpP SSON_1114	Shigella sonnei (strain Ss046)	78
C0QUD3	ACP_PERMH	reviewed	Acyl carrier protein (ACP)	acpP PERMA_0508	Persephonella marina (strain DSM 14350 / EX-H1)	76
A9BJZ0	ACP_PETMO	reviewed	Acyl carrier protein (ACP)	acpP Pmob_1011	Petrotoga mobilis (strain DSM 10674 / SJ95)	85
Q1CHM2	ACCD_YERPN	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD YPN_2179 YP516_2439	Yersinia pestis bv. Antiqua (strain Nepal516)	304
Q4FUL1	ACCD_PSYA2	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD Psyc_0434	Psychrobacter arcticus (strain DSM 17307 / 273-4)	317
Q5M2S6	ACPS_STRT2	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS stu1727	Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311)	119
A8GH40	ACCD_SERP5	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD Spro_3332	Serratia proteamaculans (strain 568)	302
Q3BVM0	ACCA_XANC5	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA XCV1462	Xanthomonas campestris pv. vesicatoria (strain 85-10)	319
B7N852	ACCA_ECOLU	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA ECUMN_0182	Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC)	319
P49787	ACCC1_BACSU	reviewed	Biotin carboxylase 1 (EC 6.3.4.14) (Acetyl-CoA carboxylase subunit A 1) (ACC 1) (EC 6.4.1.2)	accC1 accC yqhX BSU24340	Bacillus subtilis (strain 168)	450
Q8UGE2	ACP_AGRFC	reviewed	Acyl carrier protein AcpP (ACP)	acpP Atu1096 AGR_C_2029.1	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	78
B1LGY7	ACCA_ECOSM	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA EcSMS35_0196	Escherichia coli (strain SMS-3-5 / SECEC)	319
C4Z630	ACCD2_EUBE2	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta 2 (ACCase subunit beta 2) (Acetyl-CoA carboxylase carboxyltransferase subunit beta 2) (EC 2.1.3.15)	accD2 EUBELI_20277	Eubacterium eligens (strain ATCC 27750 / VPI C15-48)	256
B5ZW71	ACPS_RHILW	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Rleg2_0996	Rhizobium leguminosarum bv. trifolii (strain WSM2304)	134
Q0VQN0	ACP_ALCBS	reviewed	Acyl carrier protein (ACP)	acpP ABO_1070	Alcanivorax borkumensis (strain ATCC 700651 / DSM 11573 / NCIMB 13689 / SK2)	77
Q2KAE5	ACPS_RHIEC	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS RHE_CH01388	Rhizobium etli (strain CFN 42 / ATCC 51251)	134
Q7UQA5	ACPS_RHOBA	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS RB6435	Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1)	125
A8MJ27	ACPS_ALKOO	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Clos_2276	Alkaliphilus oremlandii (strain OhILAs) (Clostridium oremlandii (strain OhILAs))	122
Q6D8C7	ACCA_PECAS	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA ECA1047	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	319
Q8XEZ8	ACPH_SALTI	reviewed	Acyl carrier protein phosphodiesterase (ACP phosphodiesterase) (EC 3.1.4.14)	acpH STY0441 t2460	Salmonella typhi	193
Q6LN40	ACCA_PHOPR	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA PBPRA2952	Photobacterium profundum (strain SS9)	319
Q820E7	ACPS_CHLCV	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS CCA_00469	Chlamydophila caviae (strain GPIC)	122
B8IZX1	ACPS_DESDA	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Ddes_1144	Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949)	124
Q1I642	ACCA_PSEE4	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA PSEEN4204	Pseudomonas entomophila (strain L48)	315
Q1JFE3	ACCA_STRPD	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA MGAS10270_Spy1551	Streptococcus pyogenes serotype M2 (strain MGAS10270)	256
Q1J593	ACCA_STRPF	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA MGAS10750_Spy1543	Streptococcus pyogenes serotype M4 (strain MGAS10750)	256
B8ZLJ3	ACCA_STRPJ	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA SPN23F04020	Streptococcus pneumoniae (strain ATCC 700669 / Spain 23F-1)	255
B8EAH2	FADR_SHEB2	reviewed	Fatty acid metabolism regulator protein	fadR Sbal223_2507	Shewanella baltica (strain OS223)	238
Q0TAL1	FADA_ECOL5	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA ECP_4058	Escherichia coli O6:K15:H31 (strain 536 / UPEC)	387
P9WNN5	ECH14_MYCTU	reviewed	Probable enoyl-CoA hydratase echA14 (EC 4.2.1.17)	echA14 Rv2486 MTV008.42	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	256
Q8CSV2	FAPR_STAES	reviewed	Transcription factor FapR (Fatty acid and phospholipid biosynthesis regulator)	fapR SE_0903	Staphylococcus epidermidis (strain ATCC 12228)	186
P64103	FABA_BRUME	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA BMEI1956	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	172
P9WNZ4	DESA2_MYCTO	reviewed	Putative acyl-[acyl-carrier-protein] desaturase DesA2 (Putative acyl-ACP desaturase DesA2) (EC 1.14.19.-)	desA2 MT1126	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	275
B1WNK3	ACCD_CYAA5	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD cce_2082	Cyanothece sp. (strain ATCC 51142)	317
Q9A7P3	ACP_CAUVC	reviewed	Acyl carrier protein (ACP)	acpP CC_1677	Caulobacter vibrioides (strain ATCC 19089 / CB15) (Caulobacter crescentus)	78
A9HE81	ACCD_GLUDA	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD GDI1253 Gdia_1964	Gluconacetobacter diazotrophicus (strain ATCC 49037 / DSM 5601 / PAl5)	300
Q2YXI4	ACP_STAAB	reviewed	Acyl carrier protein (ACP)	acpP SAB1096	Staphylococcus aureus (strain bovine RF122 / ET3-1)	77
Q2FHK6	ACP_STAA3	reviewed	Acyl carrier protein (ACP)	acpP SAUSA300_1125	Staphylococcus aureus (strain USA300)	77
B4RR62	ACP_NEIG2	reviewed	Acyl carrier protein (ACP)	acpP NGK_2520	Neisseria gonorrhoeae (strain NCCP11945)	78
A5GI58	ACP_SYNPW	reviewed	Acyl carrier protein (ACP)	acpP SynWH7803_0197	Synechococcus sp. (strain WH7803)	80
A7IK19	ACP_XANP2	reviewed	Acyl carrier protein (ACP)	acpP Xaut_3132	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	78
Q5PCV4	ACCD_SALPA	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD SPA0498	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	304
P76459	ATOA_ECOLI	reviewed	Acetate CoA-transferase subunit beta (EC 2.8.3.8) (Acetyl-CoA:acetoacetate CoA-transferase subunit beta)	atoA b2222 JW2216	Escherichia coli (strain K12)	216
Q1R017	ACCA_CHRSD	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Csal_0579	Chromohalobacter salexigens (strain DSM 3043 / ATCC BAA-138 / NCIMB 13768)	317
Q3AV54	ACCA_SYNS9	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Syncc9902_1633	Synechococcus sp. (strain CC9902)	329
B3R4D3	ACCA_CUPTR	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA RALTA_A1201	Cupriavidus taiwanensis (strain DSM 17343 / BCRC 17206 / CIP 107171 / LMG 19424 / R1) (Ralstonia taiwanensis (strain LMG 19424))	323
Q1B5T0	ACPS_MYCSS	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Mmcs_3647	Mycobacterium sp. (strain MCS)	130
B8HSZ5	ACCA_CYAP4	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Cyan7425_0400	Cyanothece sp. (strain PCC 7425 / ATCC 29141)	325
B3CL63	ACPS_WOLPP	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS WP0015	Wolbachia pipientis subsp. Culex pipiens (strain wPip)	124
A1JKK7	ACPS_YERE8	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS YE1021	Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081)	126
C0R3N6	ACPS_WOLWR	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS WRi_007810	Wolbachia sp. subsp. Drosophila simulans (strain wRi)	118
P9WQF3	ACPM_MYCTU	reviewed	Meromycolate extension acyl carrier protein (ACP)	acpM Rv2244 MTCY427.25	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	115
A9F596	ACCA_SORC5	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA sce7615	Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56))	317
C3MHX3	ACCA_SINFN	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA NGR_c27260	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	317
A5V3X0	ACCA_SPHWW	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Swit_0618	Sphingomonas wittichii (strain RW1 / DSM 6014 / JCM 10273)	313
Q28V25	ACPS_JANSC	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Jann_0520	Jannaschia sp. (strain CCS1)	150
A1JIG3	FADA_YERE8	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA oldA YE0267	Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081)	387
P0A8V7	FADR_ECOL6	reviewed	Fatty acid metabolism regulator protein	fadR c1635	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	239
Q15VA3	FADI_PSEA6	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadI Patl_1663	Pseudoalteromonas atlantica (strain T6c / ATCC BAA-1087)	436
B1LHY0	FADR_ECOSM	reviewed	Fatty acid metabolism regulator protein	fadR EcSMS35_1962	Escherichia coli (strain SMS-3-5 / SECEC)	239
Q1RCQ9	FADR_ECOUT	reviewed	Fatty acid metabolism regulator protein	fadR UTI89_C1373	Escherichia coli (strain UTI89 / UPEC)	239
A6TGE7	FABR_KLEP7	reviewed	HTH-type transcriptional repressor FabR	fabR KPN78578_42070 KPN_04252	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)	210
A3QFP4	FADI_SHELP	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (ACSs) (Acetyl-CoA acyltransferase) (Acyl-CoA ligase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadI Shew_2426	Shewanella loihica (strain ATCC BAA-1088 / PV-4)	436
Q6D4N0	FADR_PECAS	reviewed	Fatty acid metabolism regulator protein	fadR ECA2360	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	239
Q31U25	FABR_SHIBS	reviewed	HTH-type transcriptional repressor FabR	fabR SBO_3982	Shigella boydii serotype 4 (strain Sb227)	215
Q1CNP3	FABR_YERPN	reviewed	HTH-type transcriptional repressor FabR	fabR YPN_0054 YP516_4592	Yersinia pestis bv. Antiqua (strain Nepal516)	211
Q8D795	FABV2_VIBVU	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] 2 (ENR 2) (EC 1.3.1.9)	fabV2 VV2_0265	Vibrio vulnificus (strain CMCP6)	400
B2TZB3	FADR_SHIB3	reviewed	Fatty acid metabolism regulator protein	fadR SbBS512_E1345	Shigella boydii serotype 18 (strain CDC 3083-94 / BS512)	239
A6TGM3	FADA_KLEP7	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA KPN78578_42830 KPN_04339	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)	387
Q83EP5	FABV_COXBU	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9)	fabV CBU_0270	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)	406
A6H0N4	FABV_FLAPJ	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9)	fabV FP1842	Flavobacterium psychrophilum (strain JIP02/86 / ATCC 49511)	396
A6V383	FADA_PSEA7	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA PSPA7_2146	Pseudomonas aeruginosa (strain PA7)	391
C3K743	FABA_PSEFS	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA PFLU_1836	Pseudomonas fluorescens (strain SBW25)	171
A4VKA4	FADA_PSEU5	reviewed	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA foaB PST_1727	Pseudomonas stutzeri (strain A1501)	391
B7LLD0	FADJ_ESCF3	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadJ EFER_0823	Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CDC 0568-73)	714
Q6LTK3	FADJ_PHOPR	reviewed	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadJ PBPRA0962	Photobacterium profundum (strain SS9)	715
B8FRS2	ACP_DESHD	reviewed	Acyl carrier protein (ACP)	acpP Dhaf_3816	Desulfitobacterium hafniense (strain DCB-2 / DSM 10664)	75
Q0TFD0	ACCD_ECOL5	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD ECP_2355	Escherichia coli O6:K15:H31 (strain 536 / UPEC)	304
B3PUU1	ACP_RHIE6	reviewed	Acyl carrier protein (ACP)	acpP RHECIAT_CH0001512	Rhizobium etli (strain CIAT 652)	78
P19372	ACP_RHIME	reviewed	Acyl carrier protein AcpP (ACP)	acpP R01143 SMc00573	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	78
B1YIN3	ACP_EXIS2	reviewed	Acyl carrier protein (ACP)	acpP Exig_1907	Exiguobacterium sibiricum (strain DSM 17290 / JCM 13490 / 255-15)	79
Q1H0M3	ACCD_METFK	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD Mfla_1696	Methylobacillus flagellatus (strain KT / ATCC 51484 / DSM 6875)	289
B8DHH4	ACCD_LISMH	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD LMHCC_0995	Listeria monocytogenes serotype 4a (strain HCC23)	294
Q5HNK4	ACCD_STAEQ	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD SERP1264	Staphylococcus epidermidis (strain ATCC 35984 / RP62A)	285
Q72HS7	ACCD_THET2	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD TT_C1409	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	285
B1H0E3	ACCD_UNCTG	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD TGRD_492	Uncultured termite group 1 bacterium phylotype Rs-D17	274
B2K8H3	ACCD_YERPB	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD YPTS_2711	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	304
B8H2N7	ACCA_CAUVN	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA CCNA_03090	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	320
B2SR15	ACCA_XANOP	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA PXO_01820	Xanthomonas oryzae pv. oryzae (strain PXO99A)	319
Q6FDT7	ACP_ACIAD	reviewed	Acyl carrier protein (ACP)	acpP ACIAD0872	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	78
P37798	ACCC_PSEAE	reviewed	Biotin carboxylase (EC 6.3.4.14) (Acetyl-CoA carboxylase subunit A) (ACC) (EC 6.4.1.2)	accC fabG PA4848	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	449
B6IN03	ACPS_RHOCS	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS RC1_1496	Rhodospirillum centenum (strain ATCC 51521 / SW)	141
Q2J8V6	ACCDA_FRACC	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunits beta/alpha (ACCase subunits beta/alpha) (Acetyl-CoA carboxylase carboxyltransferase subunits beta/alpha) (EC 2.1.3.15)	accD accA accDA Francci3_2928	Frankia casuarinae (strain DSM 45818 / CECT 9043 / CcI3)	618
B0BR78	ACCA_ACTPJ	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA APJL_1511	Actinobacillus pleuropneumoniae serotype 3 (strain JL03)	317
A3PGF6	ACPS_RHOS1	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS Rsph17029_0306	Rhodobacter sphaeroides (strain ATCC 17029 / ATH 2.4.9)	137
B9KSA5	ACPS_RHOSK	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS RSKD131_3073	Rhodobacter sphaeroides (strain KD131 / KCTC 12085)	137
A1WWZ8	ACCA_HALHL	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA Hhal_1443	Halorhodospira halophila (strain DSM 244 / SL1) (Ectothiorhodospira halophila (strain DSM 244 / SL1))	318
C4K1J2	ACPS_RICPU	reviewed	Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS)	acpS RPR_03505	Rickettsia peacockii (strain Rustic)	131
B8F892	ACCA_HAEPS	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA HAPS_2088	Haemophilus parasuis serovar 5 (strain SH0165) (Glaesserella parasuis)	317
C3PAI9	ACCA_BACAA	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA BAA_4856	Bacillus anthracis (strain A0248)	324
